Yorum,Puan
Güzel çok sevdim,5
Online dersler için ideal hızlı gönderim için çok teşekkürler,5
"Kusursuz Kaliteli ve kullanışlı, Tavsiye ederim.",5
Vermiş olduğum sipariş çok hızlı şekilde elime ulaştı. Ayrıca çok güzel.,5
Fiyatına göre çok başarılı,5
Fiyatına göre mükemmel bir bilgisayar.,5
Bilgisayar mükemmel Sadece sanki pil çabuk mu bitiyor.,5
Ürün çok güzel,5
ÜRÜN VERDİĞİNİZ PARANIN ÜZERİNDE BİR BİLGİSAYAR. OLUMSUZ 1-2 YORUMDAN DOLAYI BİRAZ TEDİRGİNDİM AMA ÜRÜN BUGÜN GELDİ  VE GERÇEKTEN BEĞENDİM. PARASININ ÜZERİNDE BİR LAPTOP BENCE. MUADİLİ OLUPTA MARKALI OLAN ÜRÜNLERE FAZLADAN 2-3 BİN VERMEYE GEREK YOK. SORUN ÇIKARSA BİR DAHA ALIRIM FAZLADAN VERECEĞİM PARAYA. TAVSİYE EDERİM BU FİYATLARA LAPTOP SAHİBİ OLMAK GÜZEL.,5
Ürün gerçekten harika alacak kişiler gündelik işler için video ofis programları canlı ders vs için harika... Yeni nesil  2019 sonunda çıkan celeron 4020 işlemci ile gayet stabil çalışıyor üzerinde Windows 10 home geldi çok akıcı ve basit bir sistem. Kasa olarak premium bir his veriyor şarjı 5 6 saat rahat gidiyor. Ekran kalitesi sesi hızı vs hepsi güzel. Alacak kişiler düşünmeden alabilir..,5
Çok güzel saglam hızlı bir bilgisayar ofis ve ufak tefek oyunları rahatlıkla kaldırıyor,5
Fiyati indirimde iken aldım.gayet memnunuz. Çocukların eğitimi için beklentiyi fazlasıyla karşılıyor.,5
idare ediyor,5
Kaliteli bir ürün fiyat performans süper olmuş,5
Ders için aldım gayet memnunum,5
Bu fiyata bu kalite gerçekten mükemmel,5
Ürünü teslim alalı bir hafta oldu fiyatına göre gayet güzel tabi ileri zamanlarda ne olur bilmiyorum Windows 10 yüklü geliyor buiyi bir avantaj sarj yaklaşık 3 saat gidiyor ses yeterli iş için ideal,5
Uygun fiyatlı ve windows 10 ile beraber gelmesi artısı Uzun vade kullanım değerlendirmesi nasıl olur göreceğiz,5
Bugün geldi eğitim zoom için aldık . Deneme amaçlı Steami kurup Euro truck sim 2 yi yükledim . Grafik ayalarına dokunmadım görüntü net değildi ancak kasma donma gibi hiç bir problem yaşamadım .üç yediyüze gayet iyi bence . Oyun oynatirmi bilmiyorum ancak ben ets2 sevdiğim için bana onu açması yeterli idi . 256 GB yetermi derseniz benim eski 14 yıllık bir ayağı çukurda capserde bile 150 GB hafıza var bence yeterli bu sınıfa . Zaten hafızasını çok kullanacak kullanıcı için haliyle daha iyi daha güçlü bir PC lazım olacaktır,5
Ürünü dün sipariş verdim bu gün geldi. Kargonun hızlı olması harika. Ürün hakkında henüz bir yorum yapamayacağım.Yeni başladım kullanmaya windows 10 yüklü olarak geldi.şu an için sorunsuz gözüküyor.,5
Fiyat performans Ürünü Hafif iş görür diye düşünüyorum fan sesi çok yüksek geldi bana. Windows 10 hazır geliyor kuruyorsunuz ancak CD si falan yok zaten bilgisayarda cd okuyucu da yok format attıktan sonra nasıl ulaşılır lisansına bilemiyorum. Çok büyük beklentiniz yoksa oyun falan oynamayacaksanız iş görür.,5
Ürün  mükemmel  kargo hızlı   paketleme  de  cok   iyi  yanında  çanta  felan  hediye  edilebilirdi  aslında  ama   urün  performansı  çok iyi  tavsiye  ederim  alacak  olana,5
Fiyata göre alınabilecek en iyisi Kargo süper hızlı geldi bu arada. Hepsi burada ve mağazaya teşekkürler..[üründe dvdrom yok lazım olanlar için bilginize],5
Ürün elimize bu kadar hızlı ulaşacağını tahmin edemezdim. İkinci gün elimindeydi. Cihaz özellikleri olarak çok şık ve sağlam yapısı var. Harici ekran kartı SSD disk ve 8 GB Rami çok büyük avantaj.,5
PC çok iyi baya kaliteli içiniz rahat olsun 0 kasma canavar gibi.,5
F/P ürünü gayet güzel,5
Fiyat performans ürünü alalı 2 ay oldu 0 sıkıntı ayrıca çok hızlı.,5
Hızlı gönderim güzel cihaz,5
Gayet başarılı çok hızlı bir şekilde elime ulaştı.,5
Ürün mükemmel çok fiyata aldım memnunum,5
Fiyat performans ürünü tavsiye ederim,5
İndirimde aldım teşekkürler Hepsiburada kalitesi,5
Ürün fiyat performans açısından çok başarılı. Gayet memnunum.,5
"Cihaz hafifi ve çok hızlı, kasa çok başarılı",5
Daha ne olabilir ki,5
Ürün güzel. Tam istediğim gibi.,5
Kargo efsane. Paketleme harika. Beklentimin çok üstünde,5
Fiyat performans olarak çok iyi ürün. Teşekkürler hepsiburada.,5
Çok hızlı kargo.,5
Sipariş hızlı geldi ürün çok güzel,5
Tam bir fiyat performans canavari ve cok sessiz,5
Bu fiyata daha iyisi yok. Çok ince ve çok şık.,5
"Çok iyi. Tek şey, pilin 4 saat sürmesi",5
Çok beğendim çok kullanışlı ve hızlı parasının hakkını veriyor,5
Kaliteli,5
Gayet güzel,5
Ürün cok güzel,5
"Fiyat performans ürünü. Bir hafta oldu alalı, çok memnunum.",5
İyi paketleme hızlı kargo iyi ürün.,5
Ürün çok güzel kargo hızlı geldi teşekkürler,5
Kusursuz,5
İlan edilen tüm özellikler doğru çıktı,5
Pişman olmazsınız,5
"Tasarımı güzel göze cidden çok hoş geliyor, pil ömrü zayıf ama idare eder düzeyde. Donanım olarakta günlük kullanım, basit oyunlar, ofis işleri için birebir.",5
Kardeşim için aldik. 2gun icinde urun elimizde oldu. Ozenle paketlenmis. Ürün beklentimizin üstünde bile çıktı. Teşekkürler,5
"İyiki erkenden almışım. 3500'e geldi. Gayet memnunum öneririm :)   Portatif, taşıması kolay rengi güzel ve naif. Ekran kartının mx130 olması da cabası.",5
"Ankarada yasıyorum dün gece 12 gibi sipariş ettim bugün öğlen 1 de geldi ömrümde bu kadar hızlı kargo görmedim siparişi vermem ile bana ulaşması toplam 12-13 saat sürdü.  Laptopa geleceksek o gayet iyi diğer yorumlarda ne deniyorsa aynen öyle, güzel bir f/p ürünü.",5
"Sipariş verdikten sonra 2 gün içinde teslim edildi. Paketleme gayet güzeldi.  Ürün ise mükemmel, on numara bir laptop diyebilirim. Teşekkürler hepsiburada.com",5
2 günde elimize ulaştı. Performansı gayet güzel. Beklentimi fazlasıyla karşıladı. Teşekkürler,5
Pazartesi sipariş ettim çarşamba sabahı elimde oldu. Teslimatta problem yok. Ürünü günlük kullanım için aldım ve çok güzel beklentilerimi fazlasıyla karşıladı.,5
Ssd ve 10. Nesil olunca hızına doyum olmuyor. Harici ekran kartı da cabası. 7/24 oyun oynuyırsanız masa üstüne geçin zaten. Standartları Okan standart kullanıcılar için ideal,5
Konuya vakıf bir arkadaşla inceleyerek aldığım için fiyat ve özellikler itibariyle işimi görüyor.,5
Ürün çok şık ve iyi iki günde elime ulaştı bu fiyata alınabilecek en iyi ürün olabilir,5
Üniversiteye başlayan Çocuğumun online dersleri için aldım. Kendi  PC den daha kaliteli ve çok daha  kullanışlı. teşekkürler.,5
Cihaz mükemmel herkese tasfiye ederim kargo dahil hersey çok iyi 🤞,5
Gayet güzel bir tercih. Paketleme ve kargo harika. İndirimden de faydalandım.tesekkurler...,5
Ürünün özellikleri almış olduğum fiyata göre çok iyi ve hafifliği kullanışlı oluşunu artırıyor.,5
Fiyatına göre mükemmel bir bilgisayar. Düşünenlere tavsiye ederim.,5
"Bilgisayar çok güzel ince zarif hafif. Ancak free dos geldiği için açılmadı, eşim bilgisayarcıdan yazılımları falan yükletti.",5
Fiyatına göre alınabilcek en iyisi,5
Ürün guzel çok araştırdık bu fiyata gayet iyi bir ürün yorumlara bakarak aldım kargoda hızlıydı teşekkürler,5
fiyat performan olarak çok başarılı kesinlikle tavsiye ederim.,5
Çok güzel ürün fiyatı da ıugın aldık ders için birebir hızlı da Windows 10 pro yükledik tavsiye ederim,5
"Mükemmel bir laptop tavsiye ederim. Güzel paketleme ve hızlı gönderim için, hepsiburada.com'a ve kargo firmasına teşekkür ederim.",5
Cok memnun kaldim tesekkurler hepsi buradaya tesekkurler,5
çok iyi ürün elime ulaştı oğluma aldım kullanışı rahat taşınabilir güvenle alabilirsiniz,5
"Bursa dan ürünü Cuma günü sipariş ettim, cumartesi günü elimdeydi. kargosu gayet özenli idi, üründe görünüş itibari ile süper, ince, kibar ve hafif... Performansını ancak kullanıma başladıktan sonra yorumlayabilirim... Fiyatına göre kaçırılmaması gereken bir ürün bence...",5
"Lenovo kalitesi çok hızlı ve kullanışlı makina, ince tasarım ve kaliteli görüntü",5
Bu fiyata cok iyi bir urun tavsiye ederim. Hepsiburada urunu cok iyi paketleyip gonderdi. Tesekkurler.,5
"İNCE,ZARİF VE HAFİF. İŞYERİM İÇİN KULLANACAĞIM .PERFORMANSI GAYET İYİ.  SİPARİŞİM 24 SAAT İÇİNDE ELİME GEÇTİ.",5
1 günde elime sorunsuz ulaştı. Windows 10'u yarım saatte kurdum . Sadece sesi çok yüksek değil ama iş için kullandığım için bana yetiyor.,5
"F/P ürünü olarak tanımlanabilecek bir bilgisayar; SSD ile win 10 açılış 15 saniye civarında ve performansı yeterli. NX110 2 gb ama o da yeterli sayılır, oyun performansı hakkında birşey demem olası değil, henüz denemedim ama youtube videoları var b u ekran kartının buna göre iyi gibi sayılır.  Tavsiye edilir.",5
Bu cihaza windows kurmak çok zor hiçbiryerde de makale falan göremedik. Acı çektik resmen.  Buradan yardımcı olayım  GPT formatında iso oluşturmak gerekiyormuş bunu yapan da RUFUS diye windows tabanlı bir uygulamada. Ürün güzel gibi şimdilik sorun yok.,5
Ürün anlatıldığı gibiydi ve KALİTELİ.GÜZEL ve şık bir tasarıma sahip tavsiye ederim. Kargo hızlı geldi 2 günde geldi,5
"ev kullanıcısı için ideal, hiç bir eksiği yok. düşünmeden alın",5
Kızıma aldık cok beğendi severek kullanmaya başladı.,5
Ürün iyi paketlenmiş hızlı ve güzel teşekkürler,5
Ürün Kalitesi ve zamanında teslim için teşekkürler.,5
"Çok memnun kaldım, kargo çok hızlı, teşekkür ediyorum...",5
Hızlı gönderi ve sağlam teslimat,5
F/p ürünü,5
512 gb SSD farkını ortaya koyuyor.Windows 10'u kurduktan sonra touchpad wifi gibi bir çok şey çalışmıyor.Model numarasını girip lenovonun sitesinden driverlarını indirmeniz gerekli.,5
Çok şık bir bilgisayar. Teşekkürler,5
"Ürün elime dün ulasti. Ortalama1 haftayi buldu gelmesi. Paketlemesi iyiydi. Laptoptan memnun kaldim. Hızlı bir bilgisayar bana yeterli yani. Internet, office, zoom vs icin. Cok hizli aciliyor ssd bellegi oldugu icin 10 sn falan. Birtek hosuma gitmeyen yani ekranin cevresindeki plastik cok basit geldi bana. Ama performansi iyi. Adaptörüde küçük yeni laptoplardaki gibi.",5
"4 günde geldi paketleme güzel. SSD kapasitesi çok büyük oyunlar oynamayacaksanız yeterli gayet. Ram 6 gb boş 2 sini cihaz kullanıyor. Oyunlarda gayet iyi performansı fiyatına göre sevdim. Günlük Zoom, Office gibi programlar rahat kullanılıyor. Lisanslı Windows 10 olduğu için kafanızı ağrıtmaz ileride. Bataryası çıkmıyor yeni bilgisayarlar hep öyle sanırım. Şarj normal kullanımda 5-6, oyunda 4 saat gidiyor. Ryzen 5 iyi bir işlemci içiniz rahat olsun. Bazı Office 365, Mcafee gibi uygulamalar kurulu geliyor. Kurulumu 15 dakika sürer bölge dil vb ana ayarları yapıyor. Numerik klavye aşağıdaki resimdeki gibi alırken endişe etmiştim ama normal Q klavyeymiş biraz farklı sadece. Ekranı net ve parlak. Fiyatına göre piyasadaki en iyi performanslı laptop olabilir. Kesinlikle tavsiye ediyorum",5
Ürün güzel paketleme iyi kargo hızlı teşekkürler.,5
Ürün gayet iyi sabah geldi şu an kurulumunu yapıyorum garanti belgesiyle birlikte gerçekten çok güzel paketlenmiş olarak geldi sadece bu indirim döneminden dolayı galiba 6 gün sonra geldi kargom . Ürün tam fotoğraftaki gibi rengi de çok güzel,5
"Siparişi pazartesi öğleden sonra verdim Çarşamba saat 2 civarı elime ulaştı , kutusunda geldi tabi ki , kurulumu yaptim suanda guncellemeler yapılıyor şuana kadar hersey yolunda ve sorunsuz . Fiyat olarak gayet uygun teşekkur ederim satıcıya.",5
Zamanında ve sorunsuz teslimat yapıldı.Hem uygun hem de neredeyse bir i5 performansında. İ5 işlemci gücünden ne beklediysem hepsini bu cihaz eksiksiz bir şekilde verdi.Sadece bilgisayarın kasasinda kullanılan malzeme fazla iyi değil.,5
Ürün güzel gibi tafsiye ederim,5
Bu özellikler bu fiyata aşırı iyi piyasada 8 ram 256ssd laptoplar 7 binden aşağı yok çok memnun kaldım,5
Bu fiyatlara artık uygun der hale geldik ama bu fiyata gerçekten güzel bilgisayar şu an için performansı benim için gayet iyi oyun için almadım o yüzden oyun kısmına bir şey  diyemicem günlük işleriniz için ideal fazla para vermeye gerek tok,5
Sağlam ve istediğim ürün geldi hemde jet hızında.  Yorumları sipariş verdikten sonra okudum biraz korkmuştum ama korktuğum başıma gelmedi. Teşekkürler.,5
Kargo baya hızlı geldi. Laptopta o kadar inceleme fırsarım olmadı ama hem sağlam geldi hemde görünümü güzel ses kaliteside bence gayet iyi,5
Fiyatına göre çok iyi oyun için alacaksanız fortnite oynanıyor ama ayarlarını biraz düşürmeniz lazım sessiz ve ısınma sorunu yok hepsijet farkıyla 2günde bana ulaştı.,5
"Almadan önce çok araştırdım, burada yazılan yorumlarda benim için ekstra kaynak oldu. Bir haftadır kullanıyorum. Hızı gayet güzel. Ses yapmıyor. Bazen  çok çalıştırığımda sesi yükseliyor ama sonra düzeliyor :) Sesi gayet iyi çıkıyor. Çok beğendim. Teşekkür ederim satıcı firmaya.",5
"Çooook sevdim, ekranı hızı şarjı herşeyi gayet güzel. Bu özelliklerde bu fiyata çok az çeşit var şuan zaten. Kaçırmayın bence",5
Tanıtımda görülen ürün çok hızlı ve güzel kargo şeklinde geldi kullanıma  başlamadım .tesekurler,5
Güzel kurulumu yapılmış şekilde geldi ve çok hızlı geldi. Paketlenmesi servis süresi için satıcıya teşekkür ederim.,5
Ürün hp kalitesi güzel windows 10 kurulu bu da güzel  2 tane aldım  tavsiye ederim fiyat indirimdeydi makuldü,5
"Ben alali bir hafta oldu suana kadar bi sıkıntısı yok sarjı da gayet guzel,seside gayet iyi",5
Satıcıya teşekkür ederim ürünüm kısa süre içerisinde geldi kargo özenle paketlenmiş tavsiye ederim,5
Ürün gayet güzel ve zarif. İnşallah hayırlı günlerde kullanırım,5
ürün sağlam geldi güzel,5
Çok beyendim tavsiye ederi😁,5
Windows 10 yükledikten sonra driverlarıda atıyorum tach pad ve ekran kartı yüklenmiyor,5
"bilgisayar güzel bunda sorun yok ama ben satıcıyı anlamakta güclük cekiyorum ürünü 5,309 tl den aldım ve ürün daha elime ulaşmadan fiyatının 4,99 indigini gordum geri iade edebilirdim ama acıl lazımdı sonra satıcıyı biraz arastirdigimda bu konuda tek sikayet eden ben değilmişim. hep once arastırı sonra alirdim bu nasıl oldu ise bunda gerek duymadım.. keşke duysaymısım bir ürün sattınız ama bir musteri kaybettiniz acıkcasi..",5
Abi herşey on numara 5 yıldız cihazından tut paketlemesine ama insan bi çanta yollar ya yanında 😂Hayır öğrenciyiz çalıştık ettik zor bela bunu aldık şu çantayıda al kardeşim başımın gözümün sadaka olsun der hediye ettim sana der. Neyse hayırlı işler bol kazançlar dilerim 😊,5
Kargo gayet hızlı ve güvenli bir şekilde elime ulaştırdı. Bilgisayardan çok anlamam ama kullanımı rahat çok çabuk açılıyor. Windows yüklü olmadığı için bilgisayar tamiratı yapan yere götürdüm. Bana çok güzel bir tercih yaptığını bilgisayarın son sürüm olduğunu pişman olmayacağımı söyledi işinde uzman biri olan iyi olduğunu söylüyorsa öyledir sanırım. Dış görünüşüde gayet hoş.,5
"Ürünü notebookstore'dan aldım,2 günde elime ulaştı,paketleme çok başarılıydı. Başarılı satıcı 10 numara 5 yıldız. Ürünle alakalı olarak yaklaşık 2 aydır takip ettiğim ve sonuna kadar tavsiye edeceğim bir ürün. Alan pişman olmaz.",5
"Ürün Hakkındadaki tek şikayetim ekran parlaklığının biraz az olması, gündüz saatlerinde parlaklık yetersiz kalabiliyor. Ama bunun dışında gayet iyi ve performanslı bir ürün.Tavsiye ederim.",5
"17 temmuz 2020 sen beri kullanıyorum, çok memnunum. Çok da iyi bir fiyata aldım, özellikleri gayet iyi ve Skyrim Witcher gibi oyunları rahatlıkla oynayabiliyorum. Tavsiye ederim kesinlikle.",5
Zamanında Kargoya Verilmesi ve Çok Güzel Bir Şekilde Paketleme Yapılması takdire şayan Çok teşekkür ederim Nethose Firmasına tabiki Hepsiburada güvencesi ile güvenilir bir şekilde alışveriş yaptım.,5
"Ürün çok iyi SSD olmasi çok faydalı , ekran zaten biraz küçük ama iş görüyor ayrıca PC gayet seri oyun oynamadım ama ofis veya herhangi bir iş için çok ideal ayrıca aynı gün içinde kargoya verildi totalde sipariş verdiğim andan 20 saat sonra elime ulaştı gayet iyi",5
"Ofis işleri için ideal, kamara kapağı var, Flip to boot özelliği var (kapağı kaldırınca on tuşuna basmışsın gibi açılıyor), 180 derece yatması güzel tavsiye ederim.",5
Ürün paketleme çok iyi. Kargo çok hızlı 3 günde Urfada elimde oldu. Ürün teknik ve sağlamlık manasında fiyat bazlı düşünüldüğünde çok iyi. 1 hafta oldu elime geçeli hemen kişisel işlemlerimi ve oyunlarımı yükledim ve hiçbir sorun yok.,5
Hızlı teslimat 3 günde geldi. Laptop çok iyii okul ödevler için aldım. Başarılı,5
"Bu fiyata şu an alınabilecek en iyi cihazlardan biri. Birinci önceliğiniz oyun değilse, ofis internet programlama gibi işlerde fazlasıyla yormadan işinizi görür. Eski serilerde DVD sürücü yok alırken buna dikkat edin.",5
